log_fr,log_Mb,habitat,order,family,genus,species,breath_rate,body_mass,sex,activity_level,individual_name,common_name,age,temp,location
0.602,1.934,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,3.999447498,86,M,1,Chico,Harbor Seal,23,19,Air
0.415,2.097,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.600159563,125,M,2,Collosus,Harbor Seal,17,26.5,Water
0.833,2.097,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,6.807693587,125,M,3,Collosus,Harbor Seal,17,27.7,Water
0.204,2.097,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,1.599558029,125,M,2,Collosus,Harbor Seal,17,26.5,Water
0.415,1.911,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.600159563,81.5,F,1,Coral,Harbor Seal,11,8.444444444,Water
0.447,1.911,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.79898132,81.5,F,1,Coral,Harbor Seal,11,8.944444444,Water
0.146,1.911,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,1.399587323,81.5,F,1,Coral,Harbor Seal,11,8.888888889,Water
0.505,1.916,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,3.19889511,82.5,F,1,Coral,Harbor Seal,11,9.444444444,Water
0.531,1.916,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,3.396252726,82.5,F,1,Coral,Harbor Seal,11,10.16666667,Water
0.342,1.949,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.197859873,89,M,1,Cork,Harbor Seal,10,8.444444444,Water
0.477,1.949,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.999162519,89,M,2,Cork,Harbor Seal,10,8.944444444,Water
0,1.949,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,1,89,M,1,Cork,Harbor Seal,10,8.888888889,Water
0.415,1.952,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.600159563,89.5,M,1,Cork,Harbor Seal,10,9.444444444,Water
0.447,1.952,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.79898132,89.5,M,1,Cork,Harbor Seal,10,10.16666667,Water
0.505,1.952,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,3.19889511,89.5,M,1,Cork,Harbor Seal,10,10.88888889,Water
0.748,1.826,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,5.597576015,67,F,2,Darky,Harbor Seal,34,19.6,Water
0.732,1.826,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,5.395106225,67,F,1,Darky,Harbor Seal,34,19.6,Water
0.806,1.826,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,6.397348355,67,F,2,Darky,Harbor Seal,34,20.6,Water
0.58,1.892,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,3.801893963,78,M,2,Eddie,Harbor Seal,27,19.2,Water
0.342,1.892,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.197859873,78,M,2,Eddie,Harbor Seal,27,20,Water
0.38,1.892,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.398832919,78,M,2,Eddie,Harbor Seal,27,20.4,Water
0.38,1.763,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.398832919,58,M,2,Félix,Harbor Seal,6,20,Water
0.477,1.763,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.999162519,58,M,2,Félix,Harbor Seal,6,20,Water
0.58,1.763,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,3.801893963,58,M,2,Félix,Harbor Seal,6,20.6,Water
0.079,1.968,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,1.199499303,93,M,1,Halifax,Harbor Seal,11,8.888888889,Water
0.204,1.968,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,1.599558029,93,M,1,Halifax,Harbor Seal,11,10.16666667,Water
0.342,1.968,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.197859873,93,M,1,Halifax,Harbor Seal,11,11,Water
0.477,1.968,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.999162519,93,M,1,Halifax,Harbor Seal,11,10.27777778,Water
0,1.968,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,1,93,M,1,Halifax,Harbor Seal,11,10,Water
0.531,1.968,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,3.396252726,93,M,1,Halifax,Harbor Seal,11,10.88888889,Water
0.505,1.792,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,3.19889511,62,F,1,Hope,Harbor Seal,20,29.4,Water
0.301,1.792,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,1.99986187,62,F,2,Hope,Harbor Seal,20,27,Water
0.699,1.792,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,5.00034535,62,F,1,Hope,Harbor Seal,20,27,Water
0.447,1.748,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.79898132,56,F,2,Kaia,Harbor Seal,8,19.2,Water
0.556,1.748,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,3.597493352,56,F,2,Kaia,Harbor Seal,8,20,Water
0.079,1.748,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,1.199499303,56,F,2,Kaia,Harbor Seal,8,20,Water
0.748,1.748,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,5.597576015,56,F,1,Kaia,Harbor Seal,8,16,Air
0.255,1.959,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,1.798870915,91,F,1,Ocean,Harbor Seal,10,27.7,Water
0.301,1.959,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,1.99986187,91,F,1,Ocean,Harbor Seal,10,26.4,Water
0.663,1.959,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,4.602565736,91,F,1,Ocean,Harbor Seal,10,27,Water
0.301,1.863,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,1.99986187,73,F,1,Pearl,Harbor Seal,11,8.444444444,Water
0.556,1.863,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,3.597493352,73,F,2,Pearl,Harbor Seal,11,8.944444444,Water
0.301,1.872,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,1.99986187,74.5,F,1,Pearl,Harbor Seal,11,9.444444444,Water
0.477,1.872,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.999162519,74.5,F,1,Pearl,Harbor Seal,11,10.16666667,Water
0.342,1.872,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.197859873,74.5,F,1,Pearl,Harbor Seal,11,11,Water
0.415,1.872,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.600159563,74.5,F,1,Pearl,Harbor Seal,11,10.88888889,Water
0.623,1.863,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,4.19758984,73,F,1,Penelope,Harbor Seal,22,29.4,Water
0.38,1.863,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.398832919,73,F,1,Penelope,Harbor Seal,22,28.1,Water
0.505,1.863,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,3.19889511,73,F,1,Penelope,Harbor Seal,22,26.3,Water
0.748,1.833,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,5.597576015,68,F,2,Pharoah,Harbor Seal,8,26.5,Water
0.477,1.833,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.999162519,68,F,2,Pharoah,Harbor Seal,8,27.7,Water
0.643,1.833,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,4.395416154,68,F,1,Pharoah,Harbor Seal,8,27,Water
0.58,1.826,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,3.801893963,67,F,2,Rogue,Harbor Seal,5,26.5,Water
0.38,1.826,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.398832919,67,F,1,Rogue,Harbor Seal,5,27.7,Water
0.602,1.826,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,3.999447498,67,F,2,Rogue,Harbor Seal,5,26.4,Water
0.477,1.924,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.999162519,84,F,2,Scallop,Harbor Seal,8,26.5,Water
0.763,1.924,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,5.794286964,84,F,3,Scallop,Harbor Seal,8,27.7,Water
0.556,1.924,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,3.597493352,84,F,1,Scallop,Harbor Seal,8,26.4,Water
0.602,2.1,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,3.999447498,126,M,1,Spanky,Harbor Seal,23,8.944444444,Water
0,2.1,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,1,126,M,1,Spanky,Harbor Seal,24,8.888888889,Water
0.255,2.1,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,1.798870915,126,M,1,Spanky,Harbor Seal,24,10.16666667,Water
0.255,2.1,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,1.798870915,126,M,1,Spanky,Harbor Seal,24,11,Water
0.505,2.1,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,3.19889511,126,M,1,Spanky,Harbor Seal,24,10.27777778,Water
0.415,1.799,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.600159563,63,M,2,Tatto,Harbor Seal,6,29.3,Water
0.505,1.799,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,3.19889511,63,M,2,Tatto,Harbor Seal,6,27,Water
0.623,1.799,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,4.19758984,63,M,2,Tatto,Harbor Seal,6,26.4,Water
0,1.916,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,1,82.5,F,1,Victoria,Harbor Seal,11,8.888888889,Water
0.415,1.908,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.600159563,81,F,1,Victoria,Harbor Seal,11,11,Water
0.415,1.908,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.600159563,81,F,1,Victoria,Harbor Seal,11,10.27777778,Water
0.447,1.908,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.79898132,81,F,1,Victoria,Harbor Seal,11,10,Water
0.342,1.908,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.197859873,81,F,1,Victoria,Harbor Seal,11,10.88888889,Water
0.903,2.29,Terrestrial,Carnivora,Felidae,Panthera,leo,7.99834255,195,F,1,Saida,Lion,14,15,Air
1.342,2.29,Terrestrial,Carnivora,Felidae,Panthera,leo,21.97859873,195,F,1,Saida,Lion,14,14,Air
0.991,2.29,Terrestrial,Carnivora,Felidae,Panthera,leo,9.794899854,195,F,1,Saida,Lion,14,14,Air
1.134,2.29,Terrestrial,Carnivora,Felidae,Panthera,leo,13.61444682,195,F,1,Saida,Lion,14,14,Air
0.903,2.29,Terrestrial,Carnivora,Felidae,Panthera,leo,7.99834255,195,F,1,Saida,Lion,14,14,Air
1.423,1.176,Terrestrial,Carnivora,Felidae,Lynx,lynx,26.48500139,15,F,1,Lovika,Lo Djur,12,4,Air
1.45,1.176,Terrestrial,Carnivora,Felidae,Lynx,lynx,28.18382931,15,F,1,Lovika,Lo Djur,12,4,Air
1.342,1.176,Terrestrial,Carnivora,Felidae,Lynx,lynx,21.97859873,15,F,1,Lovika,Lo Djur,12,1,Air
0.505,1.985,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,3.19889511,96.5,M,2,Adak,Northern Fur Seal,8,8.444444444,Water
0.204,1.985,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,1.599558029,96.5,M,1,Adak,Northern Fur Seal,8,2.222222222,Air
0.255,1.991,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,1.798870915,98,M,1,Adak,Northern Fur Seal,8,9.444444444,Water
0.255,1.991,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,1.798870915,98,M,1,Adak,Northern Fur Seal,8,10.16666667,Water
0.342,1.991,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,2.197859873,98,M,1,Adak,Northern Fur Seal,8,11,Water
0.477,1.991,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,2.999162519,98,M,1,Adak,Northern Fur Seal,8,10.88888889,Water
0.342,1.525,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,2.197859873,33.5,F,2,Kivli,Northern Fur Seal,8,8.444444444,Water
0.204,1.525,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,1.599558029,33.5,F,1,Kivli,Northern Fur Seal,8,8.888888889,Water
0.38,1.531,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,2.398832919,34,F,2,Kivli,Northern Fur Seal,8,2.222222222,Air
0.38,1.531,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,2.398832919,34,F,1,Kivli,Northern Fur Seal,8,10.16666667,Water
0.38,1.531,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,2.398832919,34,F,1,Kivli,Northern Fur Seal,8,11,Water
0.505,1.531,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,3.19889511,34,F,1,Kivli,Northern Fur Seal,8,10.88888889,Water
0.556,1.525,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,3.597493352,33.5,F,1,Kivli,Northern Fur Seal,8,10.61111111,Water
0.415,1.785,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,2.600159563,61,M,2,Tuk,Northern Fur Seal,5,8.444444444,Water
0.255,1.785,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,1.798870915,61,M,1,Tuk,Northern Fur Seal,5,2.222222222,Air
0.301,1.799,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,1.99986187,63,M,2,Tuk,Northern Fur Seal,5,2.222222222,Air
0.204,1.799,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,1.599558029,63,M,2,Tuk,Northern Fur Seal,5,12.77777778,Air
0.301,1.799,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,1.99986187,63,M,1,Tuk,Northern Fur Seal,5,11,Water
0.415,1.799,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,2.600159563,63,M,1,Tuk,Northern Fur Seal,5,10.88888889,Water
0.505,1.82,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,3.19889511,66,M,1,Tuk,Northern Fur Seal,5,2.222222222,Air
0.531,1.82,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,3.396252726,66,M,1,Tuk,Northern Fur Seal,5,10.44444444,Water
0.415,1.724,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,2.600159563,53,F,1,Yura,Northern Fur Seal,16,9.444444444,Air
0.531,1.724,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,3.396252726,53,F,1,Yura,Northern Fur Seal,16,7.222222222,Air
0.415,1.728,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,2.600159563,53.5,F,1,Yura,Northern Fur Seal,16,5.555555556,Air
0.301,1.728,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,1.99986187,53.5,F,1,Yura,Northern Fur Seal,16,10.55555556,Air
0.415,1.728,Semiaquatic,Carnivora,Otariidae,Callorhinus,ursinus,2.600159563,53.5,F,1,Yura,Northern Fur Seal,16,10,Air
0.985,1.447,Terrestrial,Carnivora,Felidae,Panthera,uncia,9.66050879,28,M,1,Khoomi,Snow Leopard,5,1,Air
1.239,1.447,Terrestrial,Carnivora,Felidae,Panthera,uncia,17.33803998,28,M,1,Khoomi,Snow Leopard,5,2,Air
1.255,1.447,Terrestrial,Carnivora,Felidae,Panthera,uncia,17.98870915,28,M,1,Khoomi,Snow Leopard,15,9,Air
1.338,1.447,Terrestrial,Carnivora,Felidae,Panthera,uncia,21.77709772,28,M,1,Khoomi,Snow Leopard,15,6,Air
1.629,1.447,Terrestrial,Carnivora,Felidae,Panthera,uncia,42.55984131,28,M,1,Khoomi,Snow Leopard,15,12,Air
1.261,1.556,Terrestrial,Carnivora,Felidae,Panthera,uncia,18.23895702,36,F,1,Mias,Snow Leopard,13,4,Air
1.028,1.556,Terrestrial,Carnivora,Felidae,Panthera,uncia,10.66596121,36,F,1,Nyima,Snow Leopard,2,1,Air
0.97,1.556,Terrestrial,Carnivora,Felidae,Panthera,uncia,9.332543008,36,F,1,Nyima,Snow Leopard,2,2,Air
1.23,1.556,Terrestrial,Carnivora,Felidae,Panthera,uncia,16.98243652,36,F,1,Nyima,Snow Leopard,2,2,Air
0.602,1.857,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,3.999447498,72,F,1,Akilah,South African Fur Seal,23,8,Air
0.643,1.857,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,4.395416154,72,F,1,Akilah,South African Fur Seal,23,16,Air
0.556,1.857,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,3.597493352,72,F,1,Akilah,South African Fur Seal,23,10,Air
0.792,1.863,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,6.194410751,73,F,1,Akilah,South African Fur Seal,23,25,Air
0.531,1.863,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,3.396252726,73,F,1,Akilah,South African Fur Seal,23,25,Air
0.845,1.863,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,6.99841996,73,F,1,Akilah,South African Fur Seal,23,25,Air
0.833,1.799,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,6.807693587,63,F,2,Akilah,South African Fur Seal,23,9,Air
0.643,1.423,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,4.395416154,26.5,F,2,Ebb,South African Fur Seal,4,7,Air
0.748,1.423,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,5.597576015,26.5,F,3,Ebb,South African Fur Seal,4,7,Air
0.643,1.423,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,4.395416154,26.5,F,1,Ebb,South African Fur Seal,4,16,Air
0.602,1.431,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,3.999447498,27,F,2,Ebb,South African Fur Seal,4,25,Air
0.699,1.505,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,5.00034535,32,F,1,Flod,South African Fur Seal,3,7,Air
0.556,1.505,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,3.597493352,32,F,2,Flod,South African Fur Seal,3,10,Air
0.602,1.505,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,3.999447498,32,F,1,Flod,South African Fur Seal,3,10,Air
0.556,1.544,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,3.597493352,35,F,1,Flod,South African Fur Seal,3,25,Air
0.505,1.544,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,3.19889511,35,F,1,Flod,South African Fur Seal,3,25,Air
0.505,2.146,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,3.19889511,140,M,2,Gil,South African Fur Seal,25,19.6,Water
0.991,2.146,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,9.794899854,140,M,2,Gil,South African Fur Seal,25,21,Air
0.763,2.146,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,5.794286964,140,M,1,Gil,South African Fur Seal,25,18,Air
0.342,2.146,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,2.197859873,140,M,2,Gil,South African Fur Seal,25,20.4,Water
0.477,2.173,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,2.999162519,149,M,1,Maji,South African Fur Seal,12,9,Air
0.556,2.279,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,3.597493352,190,M,1,Maji,South African Fur Seal,12,8,Air
0.447,2.225,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,2.79898132,168,M,1,Maji,South African Fur Seal,12,25,Air
0.204,2.225,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,1.599558029,168,M,1,Maji,South African Fur Seal,12,25,Air
0.447,2.225,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,2.79898132,168,M,1,Maji,South African Fur Seal,12,25,Air
0.602,2.207,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,3.999447498,161,M,2,Maji,South African Fur Seal,12,7,Water
0.623,1.597,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,4.19758984,39.5,M,2,Muskot,South African Fur Seal,4,7,Air
0.602,1.597,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,3.999447498,39.5,M,1,Muskot,South African Fur Seal,4,8,Air
0.556,1.597,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,3.597493352,39.5,M,1,Muskot,South African Fur Seal,4,16,Air
0.477,1.602,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,2.999162519,40,M,1,Muskot,South African Fur Seal,4,25,Air
0.301,1.756,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,1.99986187,57,F,1,Säly,South African Fur Seal,10,8,Air
0.255,1.756,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,1.798870915,57,F,1,Säly,South African Fur Seal,10,16,Air
0.342,1.756,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,2.197859873,57,F,1,Säly,South African Fur Seal,10,10,Air
0.58,1.74,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,3.801893963,55,F,1,Säly,South African Fur Seal,10,25,Air
0.699,1.756,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,5.00034535,57,F,2,Säly,South African Fur Seal,10,4.1,Water
0.732,1.839,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,5.395106225,69,F,2,Stella,South African Fur Seal,10,7,Air
0.38,1.839,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,2.398832919,69,F,1,Stella,South African Fur Seal,10,8,Air
0.415,1.839,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,2.600159563,69,F,1,Stella,South African Fur Seal,10,16,Air
0.556,1.799,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,3.597493352,63,F,1,Stella,South African Fur Seal,10,25,Air
0.82,1.799,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,6.60693448,63,F,1,Stella,South African Fur Seal,10,25,Air
0.663,1.839,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,4.602565736,69,F,2,Stella,South African Fur Seal,10,7,Water
0.778,1.836,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,5.997910763,68.5,F,2,Stella,South African Fur Seal,10,4.1,Water
0.38,1.836,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,2.398832919,68.5,F,1,Timjan,South African Fur Seal,10,8,Air
0.556,1.836,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,3.597493352,68.5,F,1,Timjan,South African Fur Seal,10,16,Air
0.415,1.845,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,2.600159563,70,F,1,Timjan,South African Fur Seal,10,25,Air
0.623,1.845,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,4.19758984,70,F,1,Timjan,South African Fur Seal,10,25,Air
0.505,1.845,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,3.19889511,70,F,1,Timjan,South African Fur Seal,10,25,Air
0.301,1.857,Semiaquatic,Carnivora,Otariidae,Arctocephalus,pusillus,1.99986187,72,F,2,Timjan,South African Fur Seal,10,7,Water
0.58,1.875,Semiaquatic,Carnivora,Otariidae,Otaria,flavesencs,3.801893963,75,F,1,Dora,South American Sea Lion,15,26.98,Water
0.415,1.875,Semiaquatic,Carnivora,Otariidae,Otaria,flavesencs,2.600159563,75,F,1,Dora,South American Sea Lion,15,27.15,Water
0.447,1.875,Semiaquatic,Carnivora,Otariidae,Otaria,flavesencs,2.79898132,75,F,1,Dora,South American Sea Lion,15,27.41,Water
0.255,1.944,Semiaquatic,Carnivora,Otariidae,Otaria,flavesencs,1.798870915,88,M,2,Karel,South American Sea Lion,20,21.2,Water
0.38,1.944,Semiaquatic,Carnivora,Otariidae,Otaria,flavesencs,2.398832919,88,M,2,Karel,South American Sea Lion,20,21.2,Water
0.342,1.944,Semiaquatic,Carnivora,Otariidae,Otaria,flavesencs,2.197859873,88,M,1,Karel,South American Sea Lion,20,20.8,Water
0.415,1.944,Semiaquatic,Carnivora,Otariidae,Otaria,flavesencs,2.600159563,88,M,1,Karel,South American Sea Lion,20,16,Air
0.38,1.924,Semiaquatic,Carnivora,Otariidae,Otaria,flavesencs,2.398832919,84,F,2,Mandy,South American Sea Lion,9,23.4,Water
0.531,1.924,Semiaquatic,Carnivora,Otariidae,Otaria,flavesencs,3.396252726,84,F,1,Mandy,South American Sea Lion,9,27,Water
0.505,1.924,Semiaquatic,Carnivora,Otariidae,Otaria,flavesencs,3.19889511,84,F,2,Mandy,South American Sea Lion,9,26.6,Water
0.663,1.954,Semiaquatic,Carnivora,Otariidae,Otaria,flavesencs,4.602565736,90,F,2,Nixie,South American Sea Lion,19,26.98,Water
0.505,1.954,Semiaquatic,Carnivora,Otariidae,Otaria,flavesencs,3.19889511,90,F,1,Nixie,South American Sea Lion,19,27.15,Water
0.447,1.954,Semiaquatic,Carnivora,Otariidae,Otaria,flavesencs,2.79898132,90,F,1,Nixie,South American Sea Lion,19,27.41,Water
0.732,2.114,Semiaquatic,Carnivora,Otariidae,Otaria,flavesencs,5.395106225,130,F,1,Teide,South American Sea Lion,28,23.4,Water
0.748,2.114,Semiaquatic,Carnivora,Otariidae,Otaria,flavesencs,5.597576015,130,F,1,Teide,South American Sea Lion,28,26.6,Water
0.806,2.114,Semiaquatic,Carnivora,Otariidae,Otaria,flavesencs,6.397348355,130,F,2,Teide,South American Sea Lion,28,26,Water
0.477,2.375,Semiaquatic,Carnivora,Otariidae,Otaria,flavesencs,2.999162519,237,M,1,Zazu,South American Sea Lion,16,26.98,Water
0.415,2.375,Semiaquatic,Carnivora,Otariidae,Otaria,flavesencs,2.600159563,237,M,2,Zazu,South American Sea Lion,16,27.15,Water
0.505,2.375,Semiaquatic,Carnivora,Otariidae,Otaria,flavesencs,3.19889511,237,M,2,Zazu,South American Sea Lion,16,27.41,Water
0.079,1.756,Semiaquatic,Carnivora,Phocidae,Phoca,largha,1.199499303,57,F,1,Nuna,Spotted Seal,4,8.888888889,Water
0.079,1.756,Semiaquatic,Carnivora,Phocidae,Phoca,largha,1.199499303,57,F,1,Nuna,Spotted Seal,4,10.16666667,Water
0.505,1.756,Semiaquatic,Carnivora,Phocidae,Phoca,largha,3.19889511,57,F,1,Nuna,Spotted Seal,4,11,Water
0.255,1.756,Semiaquatic,Carnivora,Phocidae,Phoca,largha,1.798870915,57,F,1,Nuna,Spotted Seal,4,10.27777778,Water
0.204,1.756,Semiaquatic,Carnivora,Phocidae,Phoca,largha,1.599558029,57,F,1,Nuna,Spotted Seal,4,10,Water
0.079,1.833,Semiaquatic,Carnivora,Phocidae,Phoca,largha,1.199499303,68,F,2,Siku,Spotted Seal,8,8.888888889,Water
0.204,1.833,Semiaquatic,Carnivora,Phocidae,Phoca,largha,1.599558029,68,F,1,Siku,Spotted Seal,8,10.16666667,Water
0.38,1.833,Semiaquatic,Carnivora,Phocidae,Phoca,largha,2.398832919,68,F,1,Siku,Spotted Seal,8,11,Water
0.38,1.833,Semiaquatic,Carnivora,Phocidae,Phoca,largha,2.398832919,68,F,1,Siku,Spotted Seal,8,10.27777778,Water
0.415,1.833,Semiaquatic,Carnivora,Phocidae,Phoca,largha,2.600159563,68,F,1,Siku,Spotted Seal,8,10,Water
