common_name,individual_name,sex,body_mass,numberbreaths,obsperiod,activity_level,Institution,age,mb,sex,fr,order,family,genus,species,habitat,Where measured,log_Mb,log_fr,habitat,breath_rate,temp,location
Bottlenose dolphin,Missy,F,217,6,5,2,ZooMarine,45,217,F,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.336,0.079,aquatic,1.199499303,20.5,water
Bottlenose dolphin,Missy,F,217,6,5,2,ZooMarine,45,217,F,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.336,0.079,aquatic,1.199499303,20.3,water
Bottlenose dolphin,Missy,F,217,14,5,2,ZooMarine,45,217,F,2.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.336,0.447,aquatic,2.79898132,20.2,water
False killer whale,Momo,F,553,30,16,2,Okinawa-Chumari,NA,553,F,1.9,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,water,2.743,0.273,aquatic,1.874994508,21.8,water
False killer whale,Momo,F,553,23,15,1,Okinawa-Chumari,NA,553,F,1.5,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,water,2.743,0.186,aquatic,1.534616983,21.8,water
False killer whale,Momo,F,553,35,15,2,Okinawa-Chumari,NA,553,F,2.3,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,water,2.743,0.368,aquatic,2.333458062,21.8,water
False killer whale,Momo,F,553,24,15,1,Okinawa-Chumari,NA,553,F,1.6,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,water,2.743,0.204,aquatic,1.599558029,21.8,water
False killer whale,Momo,F,553,3,2,1,Okinawa-Chumari,NA,553,F,1.5,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,water,2.743,0.176,aquatic,1.499684836,21.8,water
False killer whale,Momo,F,553,17,11,1,Okinawa-Chumari,NA,553,F,1.5,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,water,2.743,0.189,aquatic,1.54525444,22,water
Bottlenose dolphin,Monnet,M,153,12,5,2,DolphinCo-PuntaCana,20,153,M,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.185,0.38,aquatic,2.398832919,28.39,water
Bottlenose dolphin,Monnet,M,153,12,5,3,DolphinCo-PuntaCana,20,153,M,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.185,0.38,aquatic,2.398832919,28.09,water
Bottlenose dolphin,Monnet,M,153,8,5,1,DolphinCo-PuntaCana,20,153,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.185,0.204,aquatic,1.599558029,28.52,water
California sea lion ,MONTEREY,M,161,15,5,2,DolphinCo-MSQ,9,161,M,3,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.207,0.477,semiaquatic,2.999162519,27,water
California sea lion ,MONTEREY,M,161,20,5,2,DolphinCo-MSQ,9,161,M,4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.207,0.602,semiaquatic,3.999447498,27.4,water
California sea lion ,MONTEREY,M,161,14,5,2,DolphinCo-MSQ,9,161,M,2.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.207,0.447,semiaquatic,2.79898132,27.1,water
California sea lion ,MOOSE,M,183,17,5,2,DolphinCo-MSQ,21,183,M,3.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.262,0.531,semiaquatic,3.396252726,26.4,water
California sea lion ,MOOSE,M,183,23,5,2,DolphinCo-MSQ,21,183,M,4.6,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.262,0.663,semiaquatic,4.602565736,26.5,water
California sea lion ,MOOSE,M,183,24,5,2,DolphinCo-MSQ,21,183,M,4.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.262,0.681,semiaquatic,4.797334486,27,water
Killer whale,Morgan,F,2156,11,10,2,LoroParque,15,2156,F,1.1,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,water,3.334,0.041,aquatic,1.099005839,13.3,water
Killer whale,Morgan,F,2156,12,10,2,LoroParque,18,2156,F,1.2,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,water,3.334,0.079,aquatic,1.199499303,13.4,water
Killer whale,Morgan,F,2160,9,10,2,LoroParque,18,2160,F,0.9,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,water,3.334,-0.046,aquatic,0.899497582,13.4,water
Killer whale,Morgan,F,2160,12,10,2,LoroParque,18,2160,F,1.2,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,water,3.334,0.079,aquatic,1.199499303,13.4,water
Killer whale,Morgan,F,2160,10,10,2,LoroParque,18,2160,F,1,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,water,3.334,0,aquatic,1,13.5,water
Pygmy killer whale,Mu,M,170,19,15,1,Okinawa-Chumari,21,170,M,1.3,Artiodactyla,Delphinidae,Feresa,attenuata,aquatic,water,2.23,0.103,aquatic,1.267651866,21.8,water
Pygmy killer whale,Mu,M,170,14,10,1,Okinawa-Chumari,21,170,M,1.4,Artiodactyla,Delphinidae,Feresa,attenuata,aquatic,water,2.23,0.146,aquatic,1.399587323,21.8,water
Pygmy killer whale,Mu,M,170,24,12,1,Okinawa-Chumari,21,170,M,2,Artiodactyla,Delphinidae,Feresa,attenuata,aquatic,water,2.23,0.301,aquatic,1.99986187,22,water
South african fur seal ,Muskot,M,39.5,21,5,2,Kolmarden,4,39.5,M,4.2,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,1.597,0.623,semiaquatic,4.19758984,7,air
South african fur seal ,Muskot,M,39.5,20,5,1,Kolmarden,4,39.5,M,4,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,1.597,0.602,semiaquatic,3.999447498,8,air
South african fur seal ,Muskot,M,39.5,18,5,1,Kolmarden,4,39.5,M,3.6,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,1.597,0.556,semiaquatic,3.597493352,16,air
South african fur seal ,Muskot,M,40,15,5,1,Kolmarden,4,40,M,3,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,1.602,0.477,semiaquatic,2.999162519,25,air
Bottlenose dolphin,Myranda,F,151,7,5,1,DolphinCo-Cozumel,14,151,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.179,0.146,aquatic,1.399587323,27.8,water
Bottlenose dolphin,Myranda,F,151,13,5,1,DolphinCo-Cozumel,14,151,F,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.179,0.415,aquatic,2.600159563,27.9,water
Bottlenose dolphin,Myranda,F,151,11,5,1,DolphinCo-Cozumel,14,151,F,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.179,0.342,aquatic,2.197859873,28.4,water
California sea lion,NALA,F,65,19,5,3,DolphinCo-ZooMarine,13,65,F,3.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.813,0.58,semiaquatic,3.801893963,23.6,water
California sea lion,NALA,F,65,16,5,3,DolphinCo-ZooMarine,13,65,F,3.2,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.813,0.505,semiaquatic,3.19889511,28.1,water
California sea lion,NALA,F,65,17,5,2,DolphinCo-ZooMarine,13,65,F,3.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.813,0.531,semiaquatic,3.396252726,26.3,water
Bottlenose dolphin,NALA1,F,170,10,5,1,DolphinCo-Maroma,25,170,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.23,0.301,aquatic,1.99986187,28,water
Bottlenose dolphin,NALA1,F,170,9,5,1,DolphinCo-Maroma,25,170,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.23,0.255,aquatic,1.798870915,31,water
Bottlenose dolphin,NALA1,F,170,11,5,1,DolphinCo-Maroma,25,170,F,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.23,0.342,aquatic,2.197859873,31,water
White rhinoceros,Namakula,F,2138,27,5,1,Kolmarden,26,2138,F,5.4,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,terrestrial,air,3.33,0.732,terrestrial,5.395106225,14,air
White rhinoceros,Namakula,F,2150,49,5,1,Kolmarden,26,2150,F,9.8,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,terrestrial,air,3.332,0.991,terrestrial,9.794899854,14,air
White rhinoceros,Namakula,F,2150,26,5,1,Kolmarden,26,2150,F,5.2,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,terrestrial,air,3.332,0.716,terrestrial,5.199959965,14.4,air
White rhinoceros,Namakula,F,2150,16,2.5,1,Kolmarden,26,2150,F,6.4,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,terrestrial,air,3.332,0.806,terrestrial,6.397348355,14.8,air
Takin,Nanook,M,210,34,3.5,1,Kolmarden,6,210,M,9.7,Artiodactyla,Bovidae,Budorcas,taxicolor taxicolor ,terrestrial,air,2.322,0.987,terrestrial,9.705099672,4,air
Takin,Nanook,M,210,8,1,1,Kolmarden,6,210,M,8,Artiodactyla,Bovidae,Budorcas,taxicolor taxicolor ,terrestrial,air,2.322,0.903,terrestrial,7.99834255,15,air
Takin,Nanook,M,210,21,2.25,1,Kolmarden,6,210,M,9.3,Artiodactyla,Bovidae,Budorcas,taxicolor taxicolor ,terrestrial,air,2.322,0.97,terrestrial,9.332543008,15,air
Takin,Nanook,M,210,19,2,1,Kolmarden,6,210,M,9.5,Artiodactyla,Bovidae,Budorcas,taxicolor taxicolor ,terrestrial,air,2.322,0.978,terrestrial,9.506047937,15,air
Bottlenose dolphin,Naomi,F,182,8,5,2,ZooMarine,25,182,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.26,0.204,aquatic,1.599558029,17.5,water
Bottlenose dolphin,Naomi,F,182,7,5,2,ZooMarine,25,182,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.26,0.146,aquatic,1.399587323,16.8,water
Bottlenose dolphin,Naomi,F,182,15,5,2,ZooMarine,25,182,F,3,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.26,0.477,aquatic,2.999162519,18.5,water
Bactarian camel,Nasta,F,580,37,5,1,Kolmarden,19,580,F,7.4,Artiodactyla,Camelidae, Camelus,bactrianus,terrestrial,air,2.763,0.869,terrestrial,7.396052751,1,air
Bactarian camel,Nasta,F,580,37,5,1,Kolmarden,19,580,F,7.4,Artiodactyla,Camelidae, Camelus,bactrianus,terrestrial,air,2.763,0.869,terrestrial,7.396052751,1,air
Bottlenose dolphin,Nefti,F,155,11,5,3,DolphinCo-PuntaCana,18,155,F,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.19,0.342,aquatic,2.197859873,28.69,water
Bottlenose dolphin,Nefti,F,155,12,5,2,DolphinCo-PuntaCana,18,155,F,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.19,0.38,aquatic,2.398832919,28.84,water
Bottlenose dolphin,Nefti,F,155,10,5,3,DolphinCo-PuntaCana,18,155,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.19,0.301,aquatic,1.99986187,29.2,water
Bottlenose dolphin,Nemo,M,173,11,5,2,DolphinCo-Cayman,23,173,M,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.238,0.342,aquatic,2.197859873,29,water
Bottlenose dolphin,Nemo,M,173,19,5,3,DolphinCo-Cayman,23,173,M,3.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.238,0.58,aquatic,3.801893963,29,water
Bottlenose dolphin,Nemo,M,173,9,5,2,DolphinCo-Cayman,23,173,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.238,0.255,aquatic,1.798870915,29,water
Bottlenose dolphin,Nephele,F,155,11,5,1,Kolmarden,40,155,F,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.19,0.342,aquatic,2.197859873,22,water
Bottlenose dolphin,Nephele,F,155,9,5,1,Kolmarden,40,155,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.19,0.255,aquatic,1.798870915,22,water
Bottlenose dolphin,Nephele,F,155,8,5,1,Kolmarden,40,155,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.19,0.204,aquatic,1.599558029,22,water
Bottlenose dolphin,Nephele,F,157.5,7,5,1,Kolmarden,40,157.5,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.197,0.146,aquatic,1.399587323,21,water
Bottlenose dolphin,Nephele,F,157.5,8,5,1,Kolmarden,40,157.5,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.197,0.204,aquatic,1.599558029,21,water
Bottlenose dolphin,Nephele,F,157.5,7,5,1,Kolmarden,40,157.5,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.197,0.146,aquatic,1.399587323,21,water
Bottlenose dolphin,Nephele,F,158,5,5,1,Kolmarden,40,158,F,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.199,0,aquatic,1,22.4,water
Bottlenose dolphin,Nephele,F,158,10,5,2,Kolmarden,40,158,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.199,0.301,aquatic,1.99986187,22.4,water
Bottlenose dolphin,Nephele,F,157,7,5,1,Kolmarden,40,157,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.196,0.146,aquatic,1.399587323,22.4,water
Bottlenose dolphin,Neptun,M,150,10,5,3,Kolmarden,5,150,M,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.176,0.301,aquatic,1.99986187,22,water
Bottlenose dolphin,Neptun,M,150,8,5,1,Kolmarden,5,150,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.176,0.204,aquatic,1.599558029,22,water
Bottlenose dolphin,Neptun,M,150,11,5,1,Kolmarden,5,150,M,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.176,0.342,aquatic,2.197859873,22,water
Bottlenose dolphin,Neptun,M,148,10,5,2,Kolmarden,5,148,M,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.17,0.301,aquatic,1.99986187,21,water
Bottlenose dolphin,Neptun,M,148,9,5,2,Kolmarden,5,148,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.17,0.255,aquatic,1.798870915,21,water
Bottlenose dolphin,Neptun,M,148,6,5,1,Kolmarden,5,148,M,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.17,0.079,aquatic,1.199499303,21,water
Bottlenose dolphin,Nicholas,M,176.9,8,5,1,Clearwater,21,176.9,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.248,0.204,aquatic,1.599558029,26,water
Bottlenose dolphin,Nicholas,M,176.9,13,5,2,Clearwater,21,176.9,M,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.248,0.415,aquatic,2.600159563,24,water
Bottlenose dolphin,Nicholas,M,176.9,12,5,2,Clearwater,21,176.9,M,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.248,0.38,aquatic,2.398832919,24,water
Bottlenose dolphin,Nicholas,M,176.9,12,5,2,Clearwater,21,176.9,M,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.248,0.38,aquatic,2.398832919,24,water
Bottlenose dolphin,Nicholas,M,176.9,10,5,1,Clearwater,21,176.9,M,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.248,0.301,aquatic,1.99986187,24,water
Bottlenose dolphin,Nicte,F,151,7,5,1,DolphinCo-CostaMaya,10,151,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.179,0.146,aquatic,1.399587323,30.24,water
Bottlenose dolphin,Nicte,F,151,9,5,1,DolphinCo-CostaMaya,10,151,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.179,0.255,aquatic,1.798870915,30.2,water
Bottlenose dolphin,Nicte,F,151,9,5,2,DolphinCo-CostaMaya,10,151,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.179,0.255,aquatic,1.798870915,30.2,water
Bottlenose dolphin,Nigel,M,158.2,11,5,1,MississipiAquarium,9,158.1818182,M,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.199,0.342,aquatic,2.197859873,26.11111111,water
Bottlenose dolphin,Nigel,M,158.2,8,5,1,MississipiAquarium,9,158.1818182,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.199,0.204,aquatic,1.599558029,26.61111111,water
Bottlenose dolphin,Nigel,M,158.2,8,5,1,MississipiAquarium,9,158.1818182,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.199,0.204,aquatic,1.599558029,26.5,water
Bottlenose dolphin,Nigel,M,158.2,14,5,1,MississipiAquarium,9,158.1818182,M,2.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.199,0.447,aquatic,2.79898132,25.66666667,water
Bottlenose dolphin,Nigel,M,156.8,9,5,1,MississipiAquarium,9,156.8181818,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.195,0.255,aquatic,1.798870915,26.33333333,water
Bottlenose dolphin,Nimbe,F,162,10,5,2,DolphinCo-PuntaCana,18,162,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.21,0.301,aquatic,1.99986187,28.69,water
Bottlenose dolphin,Nimbe,F,162,8,5,3,DolphinCo-PuntaCana,18,162,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.21,0.204,aquatic,1.599558029,28.84,water
Bottlenose dolphin,Nimbe,F,162,10,5,2,DolphinCo-PuntaCana,18,162,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.21,0.301,aquatic,1.99986187,29.2,water
Alpaca,NIOBE ,F,69.9,138,5,2,DolphinCo,11,69.9,F,27.6,Artiodactyla,Camelidae,Vicugna ,pacos,terrestrial,air,1.844,1.441,terrestrial,27.60577856,21,air
Alpaca,NIOBE ,F,69.9,117,5,2,DolphinCo,11,69.9,F,23.4,Artiodactyla,Camelidae,Vicugna ,pacos,terrestrial,air,1.844,1.369,terrestrial,23.38837239,19,air
Alpaca,NIOBE ,F,69.9,108,5,2,DolphinCo,11,69.9,F,21.6,Artiodactyla,Camelidae,Vicugna ,pacos,terrestrial,air,1.844,1.334,terrestrial,21.57744409,19,air
South American sea lion,Nixie,F,90,23,5,2,DolphinCo-IslaMujeres,19,90,F,4.6,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,water,1.954,0.663,semiaquatic,4.602565736,26.98,water
South American sea lion,Nixie,F,90,16,5,1,DolphinCo-IslaMujeres,19,90,F,3.2,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,water,1.954,0.505,semiaquatic,3.19889511,27.15,water
South American sea lion,Nixie,F,90,14,5,1,DolphinCo-IslaMujeres,19,90,F,2.8,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,water,1.954,0.447,semiaquatic,2.79898132,27.41,water
Giraff,Norma,F,650,36,4.5,1,Kolmarden,5,650,F,8,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,terrestrial,air,2.813,0.903,terrestrial,7.99834255,14.4,air
Giraff,Norma,F,650,27,3.75,1,Kolmarden,5,650,F,7.2,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,terrestrial,air,2.813,0.857,terrestrial,7.19448978,14,air
Giraff,Norma,F,650,35,3.75,1,Kolmarden,5,650,F,9.3,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,terrestrial,air,2.813,0.97,terrestrial,9.332543008,14.5,air
Bottlenose dolphin,Noxi,M,163,4,5,1,ZooMarine,11,163,M,0.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.212,-0.097,aquatic,0.799834255,17.2,water
Bottlenose dolphin,Noxi,M,163,9,5,2,ZooMarine,11,163,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.212,0.255,aquatic,1.798870915,16.8,water
Bottlenose dolphin,Noxi,M,163,8,5,1,ZooMarine,11,163,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.212,0.204,aquatic,1.599558029,18.5,water
Spotted Seal,Nuna,F,57,6,5,1,MysticAquarium,4,57,F,1.2,Carnivora,Phocidae,Phoca,largha,semiaquatic,water,1.756,0.079,semiaquatic,1.199499303,8.888888889,water
Spotted Seal,Nuna,F,57,6,5,1,MysticAquarium,4,57,F,1.2,Carnivora,Phocidae,Phoca,largha,semiaquatic,water,1.756,0.079,semiaquatic,1.199499303,10.16666667,water
Spotted Seal,Nuna,F,57,16,5,1,MysticAquarium,4,57,F,3.2,Carnivora,Phocidae,Phoca,largha,semiaquatic,water,1.756,0.505,semiaquatic,3.19889511,11,water
Spotted Seal,Nuna,F,57,9,5,1,MysticAquarium,4,57,F,1.8,Carnivora,Phocidae,Phoca,largha,semiaquatic,water,1.756,0.255,semiaquatic,1.798870915,10.27777778,water
Spotted Seal,Nuna,F,57,8,5,1,MysticAquarium,4,57,F,1.6,Carnivora,Phocidae,Phoca,largha,semiaquatic,water,1.756,0.204,semiaquatic,1.599558029,10,water
Snow leopard,Nyima,F,36,32,3,1,Kolmarden,2,36,F,10.7,Carnivora,Felidae,Panthera ,uncia ,terrestrial,air,1.556,1.028,terrestrial,10.66596121,1,air
Snow leopard,Nyima,F,36,28,3,1,Kolmarden,2,36,F,9.3,Carnivora,Felidae,Panthera ,uncia ,terrestrial,air,1.556,0.97,terrestrial,9.332543008,2,air
Snow leopard,Nyima,F,36,17,1,1,Kolmarden,2,36,F,17,Carnivora,Felidae,Panthera ,uncia ,terrestrial,air,1.556,1.23,terrestrial,16.98243652,2,air
Harbour seal ,OCEAN,F,91,9,5,1,DolphinCo-MSQ,10,91,F,1.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.959,0.255,semiaquatic,1.798870915,27.7,water
Harbour seal ,OCEAN,F,91,10,5,1,DolphinCo-MSQ,10,91,F,2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.959,0.301,semiaquatic,1.99986187,26.4,water
Harbour seal ,OCEAN,F,91,23,5,1,DolphinCo-MSQ,10,91,F,4.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.959,0.663,semiaquatic,4.602565736,27,water
Bottlenose dolphin,Odisea ,F,139,7,5,1,DolphinCo-IslaMujeres,28,139,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.143,0.146,aquatic,1.399587323,26.98,water
Bottlenose dolphin,Odisea ,F,139,5,5,1,DolphinCo-IslaMujeres,28,139,F,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.143,0,aquatic,1,27.15,water
Bottlenose dolphin,Odisea ,F,139,6,5,1,DolphinCo-IslaMujeres,28,139,F,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.143,0.079,aquatic,1.199499303,27.41,water
Bottlenose dolphin,Onyx,M,250,10,5,2,DolphinCo-MSQ,24,250,M,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.398,0.301,aquatic,1.99986187,31,water
Bottlenose dolphin,Onyx,M,250,7,5,2,DolphinCo-MSQ,24,250,M,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.398,0.146,aquatic,1.399587323,31,water
Bottlenose dolphin,Onyx,M,250,9,5,2,DolphinCo-MSQ,24,250,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.398,0.255,aquatic,1.798870915,31,water
Bottlenose dolphin,Orion,M,135,7,5,2,DolphinCo-IslaMujeres,12,135,M,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.13,0.146,aquatic,1.399587323,26.98,water
Bottlenose dolphin,Orion,M,135,8,5,2,DolphinCo-IslaMujeres,12,135,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.13,0.204,aquatic,1.599558029,27.15,water
Bottlenose dolphin,Orion,M,135,6,5,1,DolphinCo-IslaMujeres,12,135,M,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.13,0.079,aquatic,1.199499303,27.41,water
California sea lion ,Pablo,M,172,18,5,2,ZooMarine,7,172,M,3.6,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.236,0.556,semiaquatic,3.597493352,19.2,water
California sea lion ,Pablo,M,172,15,5,2,ZooMarine,7,172,M,3,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.236,0.477,semiaquatic,2.999162519,19.5,water
California sea lion ,Pablo,M,172,10,5,2,ZooMarine,7,172,M,2,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.236,0.301,semiaquatic,1.99986187,19.5,water
California sea lion ,Pablo,M,172,24,5,1,ZooMarine,7,172,M,4.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,air,2.236,0.681,semiaquatic,4.797334486,18,air
Alpaca,PACA,F,57.35,226,5,2,DolphinCo,2,57.35,F,45.2,Artiodactyla,Camelidae,Vicugna ,pacos,terrestrial,air,1.759,1.655,terrestrial,45.18559444,21,air
Alpaca,PACA,F,57.35,158,5,2,DolphinCo,2,57.35,F,31.6,Artiodactyla,Camelidae,Vicugna ,pacos,terrestrial,air,1.759,1.5,terrestrial,31.6227766,19,air
Alpaca,PACA,F,57.35,164,5,2,DolphinCo,2,57.35,F,32.8,Artiodactyla,Camelidae,Vicugna ,pacos,terrestrial,air,1.759,1.516,terrestrial,32.80952931,19,air
Bottlenose dolphin,PACO,M,205.4,14,5,2,DolphinCo-ZooMarine,24,205.4,M,2.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.313,0.447,aquatic,2.79898132,25.5,water
Bottlenose dolphin,PACO,M,205.4,3,5,1,DolphinCo-ZooMarine,24,205.4,M,0.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.313,-0.222,aquatic,0.599791076,25.6,water
Bottlenose dolphin,PACO,M,205.4,7,5,2,DolphinCo-ZooMarine,24,205.4,M,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.313,0.146,aquatic,1.399587323,24.4,water
Bottlenose dolphin,Pakal ,M,151,9,5,2,DolphinCo-IslaMujeres,16,151,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.179,0.255,aquatic,1.798870915,26.98,water
Bottlenose dolphin,Pakal ,M,151,8,5,1,DolphinCo-IslaMujeres,16,151,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.179,0.204,aquatic,1.599558029,27.15,water
Bottlenose dolphin,Pakal ,M,151,7,5,1,DolphinCo-IslaMujeres,16,151,M,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.179,0.146,aquatic,1.399587323,27.41,water
Bottlenose dolphin,Panama,F,243,10,5,2,DolphinCo-MSQ,29,243,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.386,0.301,aquatic,1.99986187,31,water
